date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012/01/23,3,2,0,0,0,0,0,0
2012/01/24,8,1,0,0,0,0,0,0
2012/01/25,2,0,0,0,0,0,0,0
2012/01/27,4,0,0,0,0,1,1,0
2012/01/28,3,0,0,0,0,0,0,0
2012/02/01,9,6,1,1,0,0,0,0
2012/02/02,6,4,4,4,0,0,0,0
2012/02/03,6,0,0,0,0,0,0,0
2012/02/06,2,0,0,0,0,2,2,0
2012/02/07,3,0,0,0,0,0,0,0
2012/02/08,7,0,0,0,0,0,0,0
2012/02/09,15,0,0,0,0,0,0,0
2012/02/10,5,5,0,0,0,0,0,0
2012/02/13,2,2,2,2,0,0,0,0
2012/02/15,1,0,0,0,0,0,0,0
2012/02/16,2,1,0,0,0,0,0,0
2012/02/17,3,0,0,0,0,1,1,0
2012/02/21,2,0,0,0,0,0,0,0
2012/02/22,4,2,0,0,0,0,0,0
2012/02/23,1,0,0,1,1,1,1,0
2012/02/24,1,0,0,1,1,0,0,0
2012/02/27,2,0,0,0,0,0,0,0
2012/02/29,1,0,0,0,0,0,0,0
2012/03/15,2,1,0,0,0,1,1,0
2012/04/02,2,2,0,0,0,0,0,0
2012/04/03,5,5,0,0,0,0,0,0
2012/05/07,2,2,0,0,0,0,0,0
2012/05/14,1,0,0,0,0,0,0,0
2012/05/15,1,0,0,0,0,0,0,0
2012/05/21,3,1,0,0,0,0,0,0
2012/06/02,1,1,1,1,0,0,0,0
2012/06/15,1,0,0,0,0,0,0,0
2012/07/12,3,0,0,0,0,0,0,0
2012/07/13,4,0,0,0,0,0,0,0
2012/07/16,2,0,0,0,0,0,0,0
2012/07/18,2,0,0,0,0,0,0,0
2012/07/19,1,0,0,0,0,0,0,0
2012/07/20,1,0,0,0,0,0,0,0
2012/07/23,1,0,0,0,0,1,1,0
2012/01/23,3,2,0,0,0,0,0,0
2012/01/24,8,1,0,0,0,0,0,0
2012/01/25,2,0,0,0,0,0,0,0
2012/01/27,4,0,0,0,0,1,1,0
2012/01/28,3,0,0,0,0,0,0,0
2012/02/01,9,6,1,1,0,0,0,0
2012/02/02,6,4,4,4,0,0,0,0
2012/02/03,6,0,0,0,0,0,0,0
2012/02/06,2,0,0,0,0,2,2,0
2012/02/07,3,0,0,0,0,0,0,0
2012/02/08,7,0,0,0,0,0,0,0
2012/02/09,15,0,0,0,0,0,0,0
2012/02/10,5,5,0,0,0,0,0,0
2012/02/13,2,2,2,2,0,0,0,0
2012/02/15,1,0,0,0,0,0,0,0
2012/02/16,2,1,0,0,0,0,0,0
2012/02/17,3,0,0,0,0,1,1,0
2012/02/21,2,0,0,0,0,0,0,0
2012/02/22,4,2,0,0,0,0,0,0
2012/02/23,1,0,0,1,1,1,1,0
2012/02/24,1,0,0,1,1,0,0,0
2012/02/27,2,0,0,0,0,0,0,0
2012/02/29,1,0,0,0,0,0,0,0
2012/03/15,2,1,0,0,0,1,1,0
2012/04/02,2,2,0,0,0,0,0,0
2012/04/03,5,5,0,0,0,0,0,0
2012/05/07,2,2,0,0,0,0,0,0
2012/05/14,1,0,0,0,0,0,0,0
2012/05/15,1,0,0,0,0,0,0,0
2012/05/21,3,1,0,0,0,0,0,0
2012/06/02,1,1,1,1,0,0,0,0
2012/06/15,1,0,0,0,0,0,0,0
2012/07/12,3,0,0,0,0,0,0,0
2012/07/13,4,0,0,0,0,0,0,0
2012/07/16,2,0,0,0,0,0,0,0
2012/07/18,2,0,0,0,0,0,0,0
2012/07/19,1,0,0,0,0,0,0,0
2012/07/20,1,0,0,0,0,0,0,0
2012/07/23,1,0,0,0,0,1,1,0
