date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2013/01/21,0,0,0,0,0,0,0,0
2013/01/22,0,0,0,0,0,1,1,0
2013/01/23,2,1,0,0,0,4,4,0
2013/01/24,4,4,0,0,0,19,19,0
2013/01/25,22,12,0,0,0,4,4,0
2013/01/26,2,0,1,1,0,0,0,0
2013/01/27,3,0,1,1,0,7,7,0
2013/01/28,4,1,0,0,0,1,1,0
2013/01/29,8,0,0,0,0,12,12,0
2013/01/30,5,2,0,0,0,2,2,0
2013/01/31,2,2,0,0,0,0,0,0
2013/02/01,4,0,4,4,0,0,0,0
2013/02/02,0,0,4,4,0,0,0,0
2013/02/03,0,0,4,4,0,0,0,0
