date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012-05-27,2,0,0,0,0,0,0,0
2012-05-28,1,0,0,0,0,0,0,0
2012-05-29,1,0,0,0,0,0,0,0
2012-05-30,0,0,0,0,0,0,0,0
2012-05-31,0,0,0,0,0,0,0,0
2012-06-01,1,0,0,0,0,0,0,0
2012-06-02,0,0,0,0,0,0,0,0
2012-06-03,2,0,0,0,0,0,0,0
2012-06-04,0,0,0,0,0,0,0,0
2012-06-05,0,0,0,0,0,0,0,0
2012-06-06,1,0,0,0,0,0,0,0
2012-06-07,1,0,0,0,0,0,0,0
2012-06-08,0,0,0,0,0,0,0,0
2012-06-09,0,0,0,0,0,0,0,0
2012-06-10,1,0,0,0,0,0,0,0
2012-06-11,2,0,0,0,0,0,0,0
2012-06-12,1,0,0,0,0,0,0,0
2012-06-13,0,0,0,0,0,0,0,0
2012-06-14,1,0,0,0,0,0,0,0
2012-06-15,0,0,0,0,0,0,0,0
2012-06-16,0,0,0,0,0,0,0,0
2012-06-17,1,0,0,0,0,0,0,0
2012-06-18,1,0,0,0,0,0,0,0
2012-06-19,1,0,0,0,0,0,0,0
2012-06-20,1,0,0,0,0,0,0,0
2012-06-21,0,0,0,0,0,0,0,0
2012-06-22,0,0,0,0,0,0,0,0
2012-06-23,0,0,0,0,0,0,0,0
2012-06-24,1,0,0,0,0,0,0,0
2012-06-25,0,0,0,0,0,0,0,0
2012-06-26,0,0,0,0,0,0,0,0
2012-06-27,0,0,0,0,0,0,0,0
2012-06-28,0,0,0,0,0,0,0,0
2012-06-29,1,0,0,0,0,0,0,0
2012-06-30,1,0,0,0,0,0,0,0
2012-07-01,1,0,0,0,0,0,0,0
2012-07-02,0,0,0,0,0,0,0,0
2012-07-03,1,0,0,0,0,0,0,0
2012-07-04,1,0,0,0,0,0,0,0
2012-07-05,1,0,0,0,0,0,0,0
2012-07-06,1,0,0,0,0,0,0,0
2012-07-07,0,0,0,0,0,0,0,0
2012-07-08,1,0,0,0,0,0,0,0
2012-07-09,0,0,0,0,0,0,0,0
2012-05-27,2,0,0,0,0,0,0,0
2012-05-28,1,0,0,0,0,0,0,0
2012-05-29,1,0,0,0,0,0,0,0
2012-05-30,0,0,0,0,0,0,0,0
2012-05-31,0,0,0,0,0,0,0,0
2012-06-01,1,0,0,0,0,0,0,0
2012-06-02,0,0,0,0,0,0,0,0
2012-06-03,2,0,0,0,0,0,0,0
2012-06-04,0,0,0,0,0,0,0,0
2012-06-05,0,0,0,0,0,0,0,0
2012-06-06,1,0,0,0,0,0,0,0
2012-06-07,1,0,0,0,0,0,0,0
2012-06-08,0,0,0,0,0,0,0,0
2012-06-09,0,0,0,0,0,0,0,0
2012-06-10,1,0,0,0,0,0,0,0
2012-06-11,2,0,0,0,0,0,0,0
2012-06-12,1,0,0,0,0,0,0,0
2012-06-13,0,0,0,0,0,0,0,0
2012-06-14,1,0,0,0,0,0,0,0
2012-06-15,0,0,0,0,0,0,0,0
2012-06-16,0,0,0,0,0,0,0,0
2012-06-17,1,0,0,0,0,0,0,0
2012-06-18,1,0,0,0,0,0,0,0
2012-06-19,1,0,0,0,0,0,0,0
2012-06-20,1,0,0,0,0,0,0,0
2012-06-21,0,0,0,0,0,0,0,0
2012-06-22,0,0,0,0,0,0,0,0
2012-06-23,0,0,0,0,0,0,0,0
2012-06-24,1,0,0,0,0,0,0,0
2012-06-25,0,0,0,0,0,0,0,0
2012-06-26,0,0,0,0,0,0,0,0
2012-06-27,0,0,0,0,0,0,0,0
2012-06-28,0,0,0,0,0,0,0,0
2012-06-29,1,0,0,0,0,0,0,0
2012-06-30,1,0,0,0,0,0,0,0
2012-07-01,1,0,0,0,0,0,0,0
2012-07-02,0,0,0,0,0,0,0,0
2012-07-03,1,0,0,0,0,0,0,0
2012-07-04,1,0,0,0,0,0,0,0
2012-07-05,1,0,0,0,0,0,0,0
2012-07-06,1,0,0,0,0,0,0,0
2012-07-07,0,0,0,0,0,0,0,0
2012-07-08,1,0,0,0,0,0,0,0
2012-07-09,0,0,0,0,0,0,0,0
2012-05-27,2,0,0,0,0,0,0,0
2012-05-28,1,0,0,0,0,0,0,0
2012-05-29,1,0,0,0,0,0,0,0
2012-05-30,0,0,0,0,0,0,0,0
2012-05-31,0,0,0,0,0,0,0,0
2012-06-01,1,0,0,0,0,0,0,0
2012-06-02,0,0,0,0,0,0,0,0
2012-06-03,2,0,0,0,0,0,0,0
2012-06-04,0,0,0,0,0,0,0,0
2012-06-05,0,0,0,0,0,0,0,0
2012-06-06,1,0,0,0,0,0,0,0
2012-06-07,1,0,0,0,0,0,0,0
