date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2012/09/16,0,0,0,0,0,0,0,0
2012/09/17,0,0,0,0,0,1,1,0
2012/09/18,3,1,2,2,0,0,0,0
2012/09/19,6,1,2,2,0,6,6,0
2012/09/20,0,0,0,0,0,0,0,0
2012/09/21,0,0,0,0,0,0,0,0
2012/09/22,0,0,0,0,0,0,0,0
2012/09/23,0,0,0,0,0,1,1,0
2012/09/24,7,1,0,0,0,6,6,0
2012/09/25,0,0,0,0,0,0,0,0
2012/09/26,0,0,0,0,0,0,0,0
2012/09/27,2,0,1,1,0,1,1,0
2012/09/28,4,0,5,5,0,0,0,0
2012/09/29,0,0,5,5,0,0,0,0
2012/09/30,8,0,13,13,0,0,0,0
2012/10/01,3,0,13,13,0,16,16,0
2012/10/02,0,0,0,0,0,3,3,0
