date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012/03/21,2,0,0,0,0,0,0,0
2012/03/22,1,0,0,0,0,0,0,0
2012/04/02,1,0,0,0,0,0,0,0
2012/04/05,1,0,1,1,0,0,0,0
2012/04/11,1,0,0,0,0,0,0,0
2012/04/15,0,0,0,0,0,1,1,0
2012/04/28,1,0,0,1,1,0,0,0
2012/05/04,1,0,0,0,0,0,0,0
2012/05/11,1,0,0,0,0,0,0,0
2012/06/27,3,0,0,0,0,0,0,0
2012/06/28,1,0,0,0,0,0,0,0
2012/07/23,1,0,0,0,0,0,0,0
2012/07/24,1,0,0,0,0,0,0,0
2012/03/21,2,0,0,0,0,0,0,0
2012/03/22,1,0,0,0,0,0,0,0
2012/04/02,1,0,0,0,0,0,0,0
2012/04/05,1,0,1,1,0,0,0,0
2012/04/11,1,0,0,0,0,0,0,0
2012/04/15,0,0,0,0,0,1,1,0
2012/04/28,1,0,0,1,1,0,0,0
2012/05/04,1,0,0,0,0,0,0,0
2012/05/11,1,0,0,0,0,0,0,0
2012/06/27,3,0,0,0,0,0,0,0
2012/06/28,1,0,0,0,0,0,0,0
2012/07/23,1,0,0,0,0,0,0,0
2012/07/24,1,0,0,0,0,0,0,0
