date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2012/08/12,0,0,0,0,0,0,0,0
2012/08/13,0,0,0,0,0,2,2,0
2012/08/14,2,0,0,0,0,0,0,0
2012/08/15,0,0,0,0,0,0,1,1
2012/08/16,1,0,0,0,0,0,0,0
2012/08/17,0,0,0,0,0,0,0,0
2012/08/18,0,0,0,0,0,0,0,0
2012/08/19,0,0,0,0,0,0,0,0
2012/08/20,0,0,0,0,0,0,0,0
2012/08/21,0,0,0,0,0,0,0,0
2012/08/22,0,0,0,0,0,0,0,0
2012/08/23,0,0,0,0,0,0,0,0
2012/08/24,0,0,0,0,0,0,0,0
2012/08/25,0,0,0,0,0,0,0,0
