date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012/05/24,3,3,0,0,0,0,0,0
2012/05/25,12,0,0,0,0,0,0,0
2012/05/30,6,6,0,0,0,0,0,0
2012/06/02,23,23,0,0,0,0,0,0
2012/06/04,2,2,0,0,0,0,0,0
2012/06/05,8,8,0,0,0,0,0,0
2012/06/11,5,5,0,0,0,0,0,0
2012/06/12,12,12,2,2,0,0,0,0
2012/06/15,4,4,4,4,0,0,0,0
2012/06/19,8,8,8,8,0,0,0,0
2012/06/21,3,3,0,0,0,0,0,0
2012/06/26,4,4,0,0,0,0,0,0
2012/06/27,1,1,0,0,0,0,0,0
2012/07/04,8,8,0,0,0,0,0,0
2012/07/05,27,12,0,0,0,0,0,0
2012/07/06,17,17,0,0,0,0,0,0
2012/07/10,20,7,0,0,0,0,0,0
