date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012/01/12,4,3,0,0,0,0,0,0
2012/01/13,2,2,1,1,0,0,0,0
2012/01/14,1,1,0,0,0,0,0,0
2012/01/21,3,1,0,0,0,0,0,0
2012/01/22,3,0,0,0,0,0,0,0
2012/02/07,2,2,2,2,0,0,0,0
2012/02/09,1,0,0,0,0,0,0,0
2012/02/13,1,0,0,0,0,0,0,0
2012/02/14,1,1,1,1,0,0,0,0
2012/02/21,1,1,0,0,0,0,0,0
2012/02/28,6,5,0,0,0,0,0,0
2012/02/29,7,7,0,0,0,0,0,0
2012/03/01,1,1,0,0,0,0,0,0
2012/03/08,1,1,0,0,0,0,0,0
2012/03/10,1,1,0,0,0,0,0,0
2012/03/13,2,2,0,0,0,0,0,0
2012/03/21,1,1,0,0,0,0,0,0
2012/04/06,1,1,1,1,0,0,0,0
2012/04/09,0,0,0,0,0,1,1,0
2012/04/27,1,1,0,0,0,0,0,0
2012/05/03,1,1,0,0,0,0,0,0
2012/05/08,3,3,0,0,0,0,0,0
2012/05/10,1,1,0,0,0,0,0,0
2012/05/18,2,2,0,0,0,0,0,0
2012/05/21,1,1,0,0,0,0,0,0
2012/05/22,1,1,0,0,0,0,0,0
2012/05/23,1,1,0,0,0,0,0,0
2012/06/02,2,2,0,0,0,0,0,0
2012/01/12,4,3,0,0,0,0,0,0
2012/01/13,2,2,1,1,0,0,0,0
2012/01/14,1,1,0,0,0,0,0,0
2012/01/21,3,1,0,0,0,0,0,0
2012/01/22,3,0,0,0,0,0,0,0
2012/02/07,2,2,2,2,0,0,0,0
2012/02/09,1,0,0,0,0,0,0,0
2012/02/13,1,0,0,0,0,0,0,0
2012/02/14,1,1,1,1,0,0,0,0
2012/02/21,1,1,0,0,0,0,0,0
2012/02/28,6,5,0,0,0,0,0,0
2012/02/29,7,7,0,0,0,0,0,0
2012/03/01,1,1,0,0,0,0,0,0
2012/03/08,1,1,0,0,0,0,0,0
2012/03/10,1,1,0,0,0,0,0,0
2012/03/13,2,2,0,0,0,0,0,0
2012/03/21,1,1,0,0,0,0,0,0
2012/04/06,1,1,1,1,0,0,0,0
2012/04/09,0,0,0,0,0,1,1,0
2012/04/27,1,1,0,0,0,0,0,0
2012/05/03,1,1,0,0,0,0,0,0
2012/05/08,3,3,0,0,0,0,0,0
2012/05/10,1,1,0,0,0,0,0,0
2012/05/18,2,2,0,0,0,0,0,0
2012/05/21,1,1,0,0,0,0,0,0
2012/05/22,1,1,0,0,0,0,0,0
2012/05/23,1,1,0,0,0,0,0,0
2012/06/02,2,2,0,0,0,0,0,0
