date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012/05/09,2,0,0,0,0,2,2,0
2012/05/15,1,0,0,0,0,0,0,0
2012/05/16,1,0,1,1,0,0,0,0
2012/05/24,2,0,0,0,0,0,0,0
2012/06/03,1,0,0,0,0,0,1,1
2012/06/15,1,0,0,0,0,0,0,0
2012/06/25,1,0,0,0,0,0,0,0
2012/06/28,3,0,0,0,0,0,0,0
2012/07/02,4,0,0,0,0,0,0,0
2012/07/06,1,0,0,1,1,0,0,0
2012/07/10,4,0,0,0,0,0,0,0
2012/07/11,4,0,4,4,0,0,0,0
2012/07/16,4,2,0,0,0,0,0,0
2012/07/17,2,2,0,0,0,1,1,0
2012/07/26,2,0,1,1,0,0,0,0
2012/08/01,1,0,0,0,0,1,1,0
2012/05/09,2,0,0,0,0,2,2,0
2012/05/15,1,0,0,0,0,0,0,0
2012/05/16,1,0,1,1,0,0,0,0
2012/05/24,2,0,0,0,0,0,0,0
2012/06/03,1,0,0,0,0,0,1,1
2012/06/15,1,0,0,0,0,0,0,0
2012/06/25,1,0,0,0,0,0,0,0
2012/06/28,3,0,0,0,0,0,0,0
2012/07/02,4,0,0,0,0,0,0,0
2012/07/06,1,0,0,1,1,0,0,0
2012/07/10,4,0,0,0,0,0,0,0
2012/07/11,4,0,4,4,0,0,0,0
2012/07/16,4,2,0,0,0,0,0,0
2012/07/17,2,2,0,0,0,1,1,0
2012/07/26,2,0,1,1,0,0,0,0
2012/08/01,1,0,0,0,0,1,1,0
