date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2012/06/08,1,1,0,0,0,0,0,0
2012/06/09,0,0,0,0,0,0,0,0
2012/06/10,0,0,0,0,0,0,0,0
2012/06/11,0,0,0,0,0,0,0,0
2012/06/12,0,0,0,0,0,0,0,0
2012/06/13,16,1,0,0,0,0,0,0
2012/06/14,5,0,0,0,0,0,0,0
2012/06/15,3,0,0,1,1,0,0,0
2012/06/16,0,0,0,1,1,0,0,0
2012/06/17,1,0,0,1,1,0,0,0
2012/06/18,5,0,0,1,1,0,0,0
2012/06/19,12,1,0,4,4,0,0,0
2012/06/20,10,3,1,4,3,0,0,0
2012/06/21,17,1,1,2,1,0,0,0
2012/06/22,11,0,4,5,1,0,0,0
2012/06/23,1,0,4,5,1,0,0,0
2012/06/24,1,0,4,5,1,0,0,0
2012/06/25,18,0,2,7,5,0,0,0
2012/06/26,15,1,1,7,6,0,0,0
2012/06/27,27,4,1,6,5,0,0,0
2012/06/28,9,1,1,5,4,0,0,0
2012/06/29,12,1,4,8,4,0,0,0
2012/06/30,2,0,4,8,4,0,0,0
2012/07/01,0,0,4,8,4,0,0,0
2012/07/02,20,2,2,5,3,0,0,0
2012/07/03,18,1,3,8,5,0,0,0
2012/07/04,6,0,3,6,3,0,0,0
2012/07/05,25,1,3,6,3,0,0,0
2012/07/06,8,0,3,8,5,2,2,0
2012/07/07,1,0,3,7,4,2,2,0
2012/07/08,3,0,3,7,4,2,2,0
2012/07/09,4,0,3,7,4,2,2,0
2012/07/10,2,0,2,6,4,2,2,0
2012/07/11,4,0,2,4,2,0,0,0
2012/07/12,6,0,2,6,4,0,0,0
2012/07/13,6,0,2,9,7,0,0,0
2012/07/14,1,0,2,9,7,0,0,0
2012/07/15,6,1,2,9,7,0,0,0
2012/07/16,2,0,2,9,7,0,0,0
2012/07/17,6,1,3,7,4,0,0,0
2012/07/18,6,0,3,5,2,0,0,0
2012/07/19,5,1,2,5,3,0,0,0
2012/07/20,11,2,3,8,5,0,0,0
2012/07/21,3,2,3,8,5,0,0,0
2012/07/22,2,0,2,7,5,0,0,0
2012/07/23,13,2,2,4,2,0,0,0
2012/07/24,12,3,5,7,2,0,0,0
2012/07/25,3,1,5,7,2,0,0,0
2012/07/26,20,6,2,7,5,0,0,0
2012/07/27,5,1,2,8,6,0,1,1
2012/07/28,0,0,2,8,6,0,1,1
2012/07/29,0,0,2,8,6,0,1,1
2012/07/30,1,0,2,7,5,0,1,1
2012/07/31,4,1,2,6,4,0,1,1
2012/08/01,5,0,2,9,7,0,1,1
2012/08/02,1,0,2,9,7,0,1,1
2012/08/03,5,0,2,11,9,0,1,1
2012/08/04,2,0,2,12,10,0,1,1
2012/08/05,1,0,2,12,10,0,1,1
2012/08/06,7,0,2,13,11,0,1,1
2012/08/07,13,0,1,10,9,0,1,1
2012/08/08,10,1,2,9,7,0,1,1
2012/08/09,9,0,2,5,3,0,0,0
2012/08/10,9,1,2,6,4,0,0,0
2012/08/11,5,0,2,7,5,0,0,0
2012/08/12,1,0,2,6,4,0,0,0
