date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2012/08/22,0,0,0,0,0,0,0,0
2012/08/23,0,0,0,0,0,0,1,1
2012/08/24,1,0,0,0,0,0,1,1
2012/08/25,1,0,0,0,0,0,0,0
2012/08/26,0,0,0,0,0,0,1,1
2012/08/27,1,0,0,0,0,0,0,0
2012/08/28,0,0,0,0,0,0,1,1
2012/08/29,1,0,0,0,0,2,3,1
2012/08/30,3,2,0,0,0,0,0,0
2012/08/31,0,0,0,0,0,0,0,0
2012/09/01,0,0,0,0,0,0,0,0
2012/09/02,0,0,0,0,0,0,0,0
2012/09/03,0,0,0,0,0,0,0,0
2012/09/04,0,0,0,0,0,0,1,1
2012/09/05,1,0,0,0,0,0,0,0
2012/09/06,0,0,0,0,0,0,0,0
2012/09/07,0,0,0,0,0,0,0,0
2012/09/08,0,0,0,0,0,0,1,1
2012/09/09,1,0,0,0,0,0,0,0
2012/09/10,0,0,0,0,0,0,0,0
2012/09/11,0,0,0,0,0,0,0,0
2012/09/12,0,0,0,0,0,0,1,1
2012/09/13,1,0,0,0,0,0,1,1
