date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2012/12/17,0,0,0,0,0,0,0,0
2012/12/18,0,0,0,0,0,1,1,0
2012/12/19,1,1,0,0,0,0,0,0
2012/12/20,0,0,0,0,0,0,0,0
2012/12/21,0,0,0,0,0,0,0,0
2012/12/22,0,0,0,0,0,0,0,0
2012/12/23,0,0,0,0,0,0,1,1
2012/12/24,1,1,0,0,0,0,2,2
2012/12/25,2,1,0,0,0,0,1,1
2012/12/26,1,0,0,0,0,0,1,1
2012/12/27,1,0,0,0,0,0,1,1
2012/12/28,1,0,0,0,0,0,0,0
2012/12/29,0,0,0,0,0,0,1,1
2012/12/30,1,0,0,0,0,0,1,1
2012/12/31,1,0,0,0,0,0,0,0
2013/01/01,0,0,0,0,0,0,1,1
2013/01/02,1,0,0,0,0,0,0,0
2013/01/03,0,0,0,0,0,0,0,0
2013/01/04,0,0,0,0,0,0,0,0
2013/01/05,0,0,0,0,0,0,1,1
