date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2012/02/11,0,0,0,0,0,0,0,0
2012/02/12,0,0,0,0,0,1,1,0
2012/02/13,1,1,0,0,0,0,0,0
2012/02/14,0,0,0,0,0,0,0,0
2012/02/15,0,0,0,0,0,0,0,0
2012/02/16,0,0,0,0,0,0,0,0
2012/02/17,0,0,0,0,0,0,0,0
2012/02/18,0,0,0,0,0,0,0,0
2012/02/19,0,0,0,0,0,0,0,0
2012/02/20,0,0,0,0,0,0,0,0
2012/02/21,0,0,0,0,0,0,0,0
2012/02/22,0,0,0,0,0,0,0,0
2012/02/23,0,0,0,0,0,0,0,0
2012/02/24,0,0,0,0,0,0,0,0
2012/02/25,0,0,0,0,0,0,0,0
2012/02/26,0,0,0,0,0,0,0,0
2012/02/27,0,0,0,0,0,0,0,0
2012/02/28,0,0,0,0,0,0,0,0
2012/02/29,0,0,0,0,0,0,0,0
2012/03/01,0,0,0,0,0,0,0,0
2012/03/02,0,0,0,0,0,0,0,0
2012/03/03,0,0,0,0,0,0,0,0
2012/03/04,0,0,0,0,0,0,0,0
2012/03/05,0,0,0,0,0,0,0,0
2012/03/06,0,0,0,0,0,0,0,0
2012/03/07,0,0,0,0,0,0,0,0
2012/03/08,0,0,0,0,0,0,0,0
2012/03/09,0,0,0,0,0,0,0,0
2012/03/10,0,0,0,0,0,0,0,0
2012/03/11,0,0,0,0,0,0,0,0
2012/03/12,0,0,0,0,0,0,0,0
2012/03/13,0,0,0,0,0,0,0,0
2012/03/14,0,0,0,0,0,0,0,0
2012/03/15,0,0,0,0,0,0,0,0
2012/03/16,0,0,0,0,0,0,0,0
2012/03/17,0,0,0,0,0,0,0,0
2012/03/18,0,0,0,0,0,0,0,0
2012/03/19,0,0,0,0,0,0,0,0
2012/03/20,0,0,0,0,0,0,0,0
2012/03/21,0,0,0,0,0,4,4,0
2012/03/22,8,3,1,2,1,0,1,1
2012/03/23,2,0,2,3,1,2,2,0
2012/03/24,1,1,1,2,1,1,1,0
2012/03/25,0,0,0,1,1,0,0,0
2012/03/26,1,1,0,2,2,0,0,0
2012/03/27,3,0,3,5,2,0,0,0
2012/03/28,1,0,4,6,2,0,0,0
2012/03/29,0,0,4,6,2,1,2,1
2012/03/30,0,0,2,3,1,0,0,0
2012/03/31,0,0,2,3,1,0,0,0
2012/04/01,0,0,2,3,1,0,1,1
2012/04/02,0,0,2,2,0,1,1,0
2012/04/03,2,0,2,2,0,1,1,0
2012/04/04,0,0,1,1,0,1,1,0
2012/04/05,0,0,0,0,0,0,0,0
2012/04/06,0,0,0,0,0,0,0,0
2012/04/07,0,0,0,0,0,0,0,0
2012/04/08,0,0,0,0,0,0,0,0
2012/04/09,0,0,0,0,0,1,1,0
2012/04/10,3,0,0,0,0,11,11,0
2012/04/11,12,5,1,1,0,0,0,0
2012/04/12,2,0,2,2,0,3,3,0
2012/04/13,2,1,2,2,0,0,0,0
2012/04/14,2,0,4,4,0,0,0,0
2012/04/15,0,0,4,4,0,4,5,1
2012/04/16,2,0,0,0,0,0,0,0
