date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012-06-21,2,0,0,0,0,0,0,0
2012-06-22,0,0,0,0,0,0,0,0
2012-06-23,0,0,0,0,0,0,0,0
2012-06-24,0,0,0,0,0,0,0,0
2012-06-25,0,0,0,0,0,0,0,0
2012-06-26,0,0,0,0,0,0,0,0
2012-06-27,0,0,0,0,0,0,0,0
2012-06-28,0,0,0,0,0,0,0,0
2012-06-29,0,0,0,0,0,0,0,0
2012-06-30,0,0,0,0,0,0,0,0
2012-07-01,0,0,0,0,0,0,0,0
2012-07-02,2,0,0,0,0,0,0,0
2012-07-03,0,0,0,0,0,0,0,0
2012-07-04,0,0,0,0,0,0,0,0
2012-07-05,0,0,0,0,0,0,0,0
2012-07-06,0,0,0,0,0,0,0,0
2012-07-07,0,0,0,0,0,0,0,0
2012-07-08,0,0,0,0,0,0,0,0
2012-07-09,0,0,0,0,0,0,0,0
2012-06-21,2,0,0,0,0,0,0,0
2012-06-22,0,0,0,0,0,0,0,0
2012-06-23,0,0,0,0,0,0,0,0
2012-06-24,0,0,0,0,0,0,0,0
2012-06-25,0,0,0,0,0,0,0,0
2012-06-26,0,0,0,0,0,0,0,0
2012-06-27,0,0,0,0,0,0,0,0
2012-06-28,0,0,0,0,0,0,0,0
2012-06-29,0,0,0,0,0,0,0,0
2012-06-30,0,0,0,0,0,0,0,0
2012-07-01,0,0,0,0,0,0,0,0
2012-07-02,2,0,0,0,0,0,0,0
2012-07-03,0,0,0,0,0,0,0,0
2012-07-04,0,0,0,0,0,0,0,0
2012-07-05,0,0,0,0,0,0,0,0
2012-07-06,0,0,0,0,0,0,0,0
2012-07-07,0,0,0,0,0,0,0,0
2012-07-08,0,0,0,0,0,0,0,0
2012-07-09,0,0,0,0,0,0,0,0
2012-06-21,2,0,0,0,0,0,0,0
2012-06-22,0,0,0,0,0,0,0,0
2012-06-23,0,0,0,0,0,0,0,0
2012-06-24,0,0,0,0,0,0,0,0
2012-06-25,0,0,0,0,0,0,0,0
2012-06-26,0,0,0,0,0,0,0,0
2012-06-27,0,0,0,0,0,0,0,0
2012-06-28,0,0,0,0,0,0,0,0
2012-06-29,0,0,0,0,0,0,0,0
2012-06-30,0,0,0,0,0,0,0,0
2012-07-01,0,0,0,0,0,0,0,0
2012-07-02,2,0,0,0,0,0,0,0
2012-07-03,0,0,0,0,0,0,0,0
2012-07-04,0,0,0,0,0,0,0,0
2012-07-05,0,0,0,0,0,0,0,0
2012-07-06,0,0,0,0,0,0,0,0
2012-07-07,0,0,0,0,0,0,0,0
2012-07-08,0,0,0,0,0,0,0,0
2012-07-09,0,0,0,0,0,0,0,0
2012-06-21,2,0,0,0,0,0,0,0
2012-06-22,0,0,0,0,0,0,0,0
2012-06-23,0,0,0,0,0,0,0,0
2012-06-24,0,0,0,0,0,0,0,0
2012-06-25,0,0,0,0,0,0,0,0
2012-06-26,0,0,0,0,0,0,0,0
2012-06-27,0,0,0,0,0,0,0,0
2012-06-28,0,0,0,0,0,0,0,0
2012-06-29,0,0,0,0,0,0,0,0
2012-06-30,0,0,0,0,0,0,0,0
2012-07-01,0,0,0,0,0,0,0,0
2012-07-02,2,0,0,0,0,0,0,0
2012-07-03,0,0,0,0,0,0,0,0
2012-07-04,0,0,0,0,0,0,0,0
2012-07-05,0,0,0,0,0,0,0,0
2012-07-06,0,0,0,0,0,0,0,0
2012-07-07,0,0,0,0,0,0,0,0
2012-07-08,0,0,0,0,0,0,0,0
2012-07-09,0,0,0,0,0,0,0,0
