date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012/03/23,1,0,0,0,0,0,0,0
2012/03/25,3,0,0,0,0,0,0,0
2012/03/26,4,0,0,0,0,0,0,0
2012/04/01,1,0,0,1,1,0,0,0
2012/04/06,3,0,1,1,0,1,1,0
2012/04/16,1,0,0,0,0,0,0,0
2012/04/18,2,0,1,1,0,0,0,0
2012/04/19,1,0,0,0,0,0,0,0
2012/04/21,1,0,0,0,0,0,0,0
2012/04/25,1,0,0,0,0,0,0,0
2012/04/27,1,0,0,0,0,0,0,0
2012/05/05,1,0,0,0,0,0,0,0
2012/05/06,1,0,0,1,1,0,0,0
2012/05/07,1,0,0,0,0,0,0,0
2012/05/12,2,0,0,0,0,0,0,0
2012/05/20,1,0,0,0,0,0,0,0
2012/05/21,1,0,0,0,0,0,0,0
2012/05/25,1,0,0,0,0,0,0,0
2012/05/31,1,0,0,0,0,0,0,0
2012/06/02,2,0,0,2,2,0,0,0
2012/06/08,1,0,0,0,0,0,0,0
2012/06/13,1,0,0,0,0,0,1,1
2012/06/14,1,0,0,0,0,0,0,0
2012/06/17,1,0,0,0,0,0,0,0
2012/06/18,1,0,0,0,0,0,0,0
2012/06/20,1,0,0,0,0,0,0,0
2012/06/22,1,0,0,0,0,0,0,0
2012/06/23,1,0,0,0,0,0,0,0
2012/06/29,1,0,0,1,1,0,0,0
2012/07/01,1,0,0,0,0,0,0,0
2012/07/03,0,0,0,0,0,0,1,1
2012/07/06,1,0,0,0,0,0,0,0
2012/07/08,1,0,0,0,0,0,0,0
2012/07/11,1,0,0,0,0,0,0,0
2012/08/03,1,0,0,0,0,0,0,0
