date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012/04/24,1,1,0,0,0,0,0,0
2012/04/25,2,2,1,1,0,0,0,0
2012/05/01,1,0,0,0,0,0,0,0
2012/05/02,1,0,0,0,0,0,0,0
2012/05/03,1,0,1,1,0,0,0,0
2012/05/07,1,0,0,0,0,0,0,0
2012/05/16,1,1,0,0,0,0,0,0
2012/05/22,2,0,0,0,0,0,0,0
2012/05/24,1,0,0,0,0,0,0,0
2012/05/25,0,0,0,0,0,1,1,0
2012/05/31,1,1,0,0,0,0,0,0
2012/06/11,2,0,0,0,0,0,0,0
2012/06/13,1,1,0,0,0,0,0,0
2012/06/15,2,2,0,0,0,0,0,0
2012/06/16,1,1,0,0,0,0,0,0
2012/06/25,8,7,0,0,0,1,1,0
2012/06/27,1,0,0,0,0,0,0,0
2012/07/19,1,1,0,0,0,0,0,0
2012/07/31,3,0,0,0,0,0,0,0
2012/08/02,1,0,0,0,0,0,0,0
