date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012/03/23,1,0,0,0,0,0,0,0
2012/04/18,1,0,0,0,0,0,0,0
2012/04/27,1,0,0,0,0,0,0,0
2012/05/11,1,0,1,1,0,0,0,0
2012/05/21,2,0,0,0,0,0,0,0
2012/05/22,1,0,0,0,0,0,0,0
2012/05/27,1,0,0,0,0,0,0,0
2012/06/06,1,0,0,0,0,0,0,0
2012/06/07,1,0,0,0,0,0,0,0
2012/06/14,1,0,0,0,0,0,0,0
2012/06/15,2,0,0,0,0,0,0,0
2012/07/01,1,0,0,0,0,0,0,0
2012/07/11,1,0,0,0,0,0,0,0
2012/07/16,1,0,0,0,0,0,0,0
2012/07/24,2,0,0,0,0,0,0,0
2012/07/26,2,0,0,0,0,0,0,0
2012/07/28,1,0,0,0,0,0,0,0
2012/07/30,1,1,0,0,0,0,0,0
2012/08/01,1,0,0,0,0,0,0,0
2012/08/03,1,0,0,0,0,0,0,0
2012/08/06,1,0,0,0,0,0,0,0
