data,repository,only+1_total,only+1_oldest,only+1_wikimedian,only+1_volunteer,no_review_total,no_review_oldest,no_review_wikimedian,no_review_volunteer
6-12-2012,mediawiki/extensions/Narayam,1,2012-05-15 19:38:23,0,1,1,2012-06-09 19:06:26,0,1
6-12-2012,mediawiki/extensions/Narayam,1,2012-05-15 19:38:23,0,1,1,2012-06-09 19:06:26,0,1
6-12-2012,mediawiki/extensions/Narayam,1,2012-05-15 19:38:23,0,1,1,2012-06-09 19:06:26,0,1
6-14-2012,mediawiki/extensions/Narayam,1,2012-05-15 19:38:23,0,1,2,2012-06-09 19:06:26,0,2
6-14-2012,mediawiki/extensions/Narayam,1,2012-05-15 19:38:23,0,1,2,2012-06-09 19:06:26,0,2
6-15-2012,mediawiki/extensions/Narayam,2,2012-05-15 19:38:23,0,2,2,2012-06-09 19:06:26,0,2
6-16-2012,mediawiki/extensions/Narayam,1,2012-05-15 19:38:23,0,1,2,2012-06-09 19:06:26,0,2
6-17-2012,mediawiki/extensions/Narayam,1,2012-05-15 19:38:23,0,1,3,2012-03-24 18:37:02,0,3
2012-06-18,mediawiki/extensions/Narayam,1,2012-05-15 19:38:23,0,1,2,2012-03-24 18:37:02,0,2
2012-06-19,mediawiki/extensions/Narayam,0,2030-01-01 00:00:00,0,0,2,2012-03-24 18:37:02,0,2
