data,repository,only+1_total,only+1_oldest,only+1_wikimedian,only+1_volunteer,no_review_total,no_review_oldest,no_review_wikimedian,no_review_volunteer
6-12-2012,mediawiki/extensions/ProofreadPage,8,2012-04-11 11:34:20,0,8,1,2012-06-09 13:21:20,0,1
6-12-2012,mediawiki/extensions/ProofreadPage,8,2012-04-11 11:34:20,0,8,1,2012-06-09 13:21:20,0,1
6-12-2012,mediawiki/extensions/ProofreadPage,8,2012-04-11 11:34:20,0,8,1,2012-06-09 13:21:20,0,1
6-14-2012,mediawiki/extensions/ProofreadPage,8,2012-04-11 11:34:20,0,8,1,2012-06-09 13:21:20,0,1
6-14-2012,mediawiki/extensions/ProofreadPage,8,2012-04-11 11:34:20,0,8,1,2012-06-09 13:21:20,0,1
6-15-2012,mediawiki/extensions/ProofreadPage,8,2012-04-11 11:34:20,0,8,1,2012-06-09 13:21:20,0,1
6-16-2012,mediawiki/extensions/ProofreadPage,8,2012-04-11 11:34:20,0,8,2,2012-06-09 13:21:20,0,2
6-17-2012,mediawiki/extensions/ProofreadPage,8,2012-04-11 11:34:20,0,8,2,2012-06-09 13:21:20,0,2
2012-06-18,mediawiki/extensions/ProofreadPage,7,2012-04-11 11:34:20,0,7,2,2012-06-09 13:21:20,0,2
2012-06-19,mediawiki/extensions/ProofreadPage,8,2012-04-11 11:34:20,0,8,1,2012-06-09 13:21:20,0,1
