date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2012/12/25,0,0,0,0,0,0,0,0
2012/12/26,2,1,1,1,0,0,0,0
2012/12/27,0,0,1,1,0,0,0,0
2012/12/28,0,0,1,1,0,0,0,0
2012/12/29,0,0,1,1,0,0,0,0
2012/12/30,1,1,1,1,0,1,1,0
2012/12/31,0,0,0,0,0,0,0,0
2013/01/01,0,0,0,0,0,0,1,1
2013/01/02,1,0,0,0,0,0,1,1
2013/01/03,1,0,0,0,0,0,1,1
2013/01/04,1,0,0,0,0,0,0,0
2013/01/05,0,0,0,0,0,0,1,1
2013/01/06,1,0,0,0,0,0,1,1
2013/01/07,1,0,0,0,0,0,1,1
2013/01/08,1,0,0,0,0,0,1,1
2013/01/09,1,0,0,0,0,0,1,1
2013/01/10,1,0,0,0,0,0,0,0
2013/01/11,0,0,0,0,0,0,1,1
2013/01/12,1,0,0,0,0,0,0,0
2013/01/13,0,0,0,0,0,0,0,0
2013/01/14,0,0,0,0,0,0,0,0
2013/01/15,0,0,0,0,0,0,1,1
2013/01/16,1,0,0,0,0,0,1,1
2013/01/17,1,0,0,0,0,0,0,0
2013/01/18,0,0,0,0,0,0,0,0
2013/01/19,0,0,0,0,0,0,1,1
2013/01/20,1,0,0,0,0,0,1,1
2013/01/21,1,0,0,0,0,0,1,1
2013/01/22,1,0,0,0,0,0,1,1
2013/01/23,1,0,0,0,0,1,2,1
2013/01/24,2,0,0,0,0,0,1,1
2013/01/25,1,0,0,0,0,0,0,0
2013/01/26,0,0,0,0,0,0,1,1
2013/01/27,1,0,0,0,0,0,0,0
