date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2012/06/10,0,0,0,0,0,0,0,0
2012/06/11,0,0,0,0,0,1,1,0
2012/06/12,1,1,0,0,0,0,0,0
2012/06/13,0,0,0,0,0,0,0,0
2012/06/14,1,0,0,0,0,0,1,1
2012/06/15,0,0,0,0,0,0,0,0
2012/06/16,0,0,0,0,0,0,0,0
2012/06/17,0,0,0,0,0,0,0,0
2012/06/18,0,0,0,0,0,0,0,0
2012/06/19,1,1,0,1,1,0,0,0
2012/06/20,0,0,0,1,1,0,1,1
2012/06/21,0,0,0,0,0,3,3,0
2012/06/22,3,0,0,0,0,0,0,0
2012/06/23,0,0,0,0,0,0,0,0
2012/06/24,0,0,0,0,0,1,1,0
2012/06/25,2,0,0,0,0,1,3,2
2012/06/26,2,0,0,0,0,0,3,3
2012/06/27,5,2,0,2,2,0,0,0
2012/06/28,0,0,0,2,2,0,1,1
2012/06/29,3,0,0,2,2,0,1,1
2012/06/30,0,0,0,2,2,0,4,4
2012/07/01,3,0,0,1,1,0,4,4
2012/07/02,5,1,0,0,0,1,8,7
2012/07/03,6,1,0,0,0,0,1,1
2012/07/04,1,0,0,0,0,0,0,0
2012/07/05,0,0,0,0,0,0,0,0
2012/07/06,0,0,0,0,0,0,0,0
2012/07/07,0,0,0,0,0,0,0,0
2012/07/08,0,0,0,0,0,0,0,0
2012/07/09,1,1,0,0,0,0,2,2
2012/07/10,2,0,0,1,1,0,0,0
2012/07/11,2,0,0,1,1,0,1,1
2012/07/12,1,0,0,1,1,1,1,0
2012/07/13,1,1,0,1,1,1,1,0
2012/07/14,1,0,0,1,1,0,1,1
2012/07/15,0,0,0,0,0,0,0,0
2012/07/16,0,0,0,0,0,0,0,0
2012/07/17,0,0,0,0,0,0,2,2
2012/07/18,3,2,0,1,1,3,3,0
2012/07/19,4,0,1,2,1,0,0,0
2012/07/20,0,0,1,2,1,0,0,0
2012/07/21,0,0,1,2,1,0,0,0
2012/07/22,0,0,1,2,1,0,2,2
2012/07/23,1,0,1,1,0,0,1,1
2012/07/24,1,0,1,1,0,0,0,0
2012/07/25,5,1,3,4,1,0,3,3
2012/07/26,1,0,3,4,1,0,0,0
2012/07/27,1,0,3,5,2,0,0,0
2012/07/28,0,0,3,5,2,0,0,0
2012/07/29,0,0,3,5,2,3,7,4
2012/07/30,4,1,0,0,0,0,3,3
2012/07/31,1,1,0,1,1,0,1,1
2012/08/01,2,1,0,2,2,2,3,1
2012/08/02,2,0,0,1,1,1,3,2
2012/08/03,2,0,0,0,0,0,1,1
2012/08/04,2,0,0,0,0,0,0,0
2012/08/05,0,0,0,0,0,0,2,2
2012/08/06,4,1,0,1,1,1,6,5
2012/08/07,6,1,0,2,2,0,1,1
2012/08/08,1,0,0,2,2,0,5,5
2012/08/09,3,1,0,1,1,0,1,1
2012/08/10,3,0,0,3,3,0,0,0
2012/08/11,1,0,0,4,4,3,3,0
2012/08/12,5,1,1,5,4,0,1,1
2012/08/13,3,1,1,5,4,3,8,5
2012/08/14,8,1,0,2,2,2,11,9
2012/08/15,10,1,0,0,0,4,10,6
2012/08/16,8,0,0,0,0,1,3,2
2012/08/17,5,0,0,3,3,0,0,0
2012/08/18,0,0,0,3,3,1,4,3
2012/08/19,2,0,0,1,1,1,10,9
2012/08/20,10,3,0,0,0,0,12,12
2012/08/21,12,1,0,0,0,0,2,2
2012/08/22,2,1,0,1,1,0,2,2
2012/08/23,3,0,0,2,2,0,0,0
2012/08/24,0,0,0,2,2,0,1,1
2012/08/25,1,0,0,2,2,0,1,1
2012/08/26,1,0,0,2,2,0,1,1
2012/08/27,3,0,0,2,2,3,6,3
2012/08/28,4,0,0,1,1,0,2,2
2012/08/29,4,1,0,1,1,3,10,7
2012/08/30,11,0,0,0,0,2,5,3
2012/08/31,2,0,0,0,0,1,2,1
2012/09/01,2,0,0,0,0,0,0,0
2012/09/02,0,0,0,0,0,1,9,8
2012/09/03,12,0,0,1,1,0,1,1
2012/09/04,2,0,0,2,2,0,3,3
2012/09/05,4,0,0,3,3,0,1,1
2012/09/06,1,0,0,3,3,0,5,5
2012/09/07,6,1,0,3,3,0,0,0
2012/09/08,0,0,0,3,3,1,2,1
2012/09/09,2,0,0,3,3,0,0,0
2012/09/10,0,0,0,3,3,0,1,1
2012/09/11,1,0,0,3,3,0,2,2
2012/09/12,1,1,0,2,2,0,0,0
2012/09/13,0,0,0,2,2,0,0,0
2012/09/14,0,0,0,2,2,0,2,2
2012/09/15,2,0,0,2,2,0,1,1
2012/09/16,1,0,0,2,2,0,1,1
2012/09/17,2,0,0,2,2,1,1,0
2012/09/18,1,0,0,2,2,0,0,0
2012/09/19,0,0,0,2,2,0,0,0
2012/09/20,0,0,0,2,2,0,0,0
2012/09/21,0,0,0,2,2,0,0,0
2012/09/22,1,0,0,3,3,0,0,0
2012/09/23,1,0,0,3,3,0,2,2
2012/09/24,1,1,0,2,2,0,2,2
2012/09/25,4,1,0,3,3,0,2,2
2012/09/26,0,0,0,2,2,0,2,2
2012/09/27,4,0,0,4,4,0,2,2
2012/09/28,1,0,0,4,4,2,3,1
2012/09/29,1,0,0,4,4,0,1,1
2012/09/30,0,0,0,4,4,0,1,1
2012/10/01,0,0,0,4,4,0,5,5
2012/10/02,2,0,0,2,2,0,0,0
2012/10/03,0,0,0,2,2,0,0,0
2012/10/04,0,0,0,2,2,0,0,0
2012/10/05,0,0,0,2,2,0,1,1
