date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012/03/22,2,0,0,0,0,0,0,0
2012/03/23,2,0,0,0,0,0,1,1
2012/03/24,1,0,0,0,0,0,0,0
2012/03/26,3,0,0,1,1,0,0,0
2012/03/29,2,0,0,0,0,0,0,0
2012/03/31,3,0,0,0,0,0,1,1
2012/04/02,1,0,0,1,1,0,0,0
2012/04/09,1,0,0,0,0,0,1,1
2012/04/14,2,0,0,0,0,0,0,0
2012/04/15,4,0,0,1,1,0,0,0
2012/04/16,1,0,0,0,0,0,0,0
2012/04/17,0,0,0,0,0,0,1,1
2012/04/21,1,0,0,0,0,0,0,0
2012/04/23,1,0,0,0,0,0,0,0
2012/04/24,2,0,0,0,0,0,0,0
2012/04/25,3,0,0,0,0,0,0,0
2012/04/27,1,0,0,0,0,0,0,0
2012/04/30,3,0,0,0,0,0,0,0
2012/05/05,1,0,0,0,0,0,0,0
2012/05/06,2,0,0,1,1,0,0,0
2012/05/07,1,0,0,0,0,0,0,0
2012/05/08,1,0,0,0,0,0,0,0
2012/05/09,1,0,0,0,0,0,0,0
2012/05/11,2,0,0,1,1,0,0,0
2012/05/12,1,0,0,0,0,0,0,0
2012/05/14,1,0,0,0,0,0,0,0
2012/05/15,1,0,0,0,0,0,1,1
2012/05/19,2,0,0,0,0,0,2,2
2012/05/20,1,0,0,0,0,0,0,0
2012/05/24,1,0,0,0,0,0,0,0
2012/05/27,1,0,0,0,0,0,0,0
2012/05/31,1,0,0,0,0,0,1,1
2012/06/01,1,0,0,0,0,0,0,0
2012/06/02,1,0,0,0,0,0,1,1
2012/06/03,1,0,0,0,0,0,0,0
2012/06/04,1,0,0,0,0,0,0,0
2012/06/06,1,0,0,0,0,0,0,0
2012/06/07,1,0,0,0,0,0,0,0
2012/06/09,2,0,0,0,0,0,0,0
2012/06/10,1,0,0,0,0,0,0,0
2012/06/11,1,0,0,0,0,0,0,0
2012/06/13,2,1,0,1,1,0,0,0
2012/06/14,1,0,0,0,0,0,0,0
2012/06/15,1,0,0,0,0,0,1,1
2012/06/19,2,0,0,0,0,0,0,0
2012/06/22,1,0,0,0,0,0,0,0
2012/06/26,2,0,0,0,0,0,0,0
2012/06/27,1,0,0,0,0,0,0,0
2012/07/01,1,0,0,0,0,0,0,0
2012/07/02,1,0,0,0,0,0,0,0
2012/07/03,1,0,0,0,0,0,0,0
2012/07/04,1,0,0,0,0,0,0,0
2012/07/07,1,1,0,0,0,0,0,0
2012/07/09,1,0,0,0,0,0,0,0
2012/07/10,1,0,0,0,0,0,0,0
2012/07/11,3,0,0,0,0,0,1,1
2012/07/12,2,0,0,0,0,0,0,0
2012/07/17,1,0,0,0,0,0,1,1
2012/07/18,2,0,0,0,0,0,0,0
2012/07/19,3,0,0,2,2,0,1,1
2012/07/22,1,0,0,0,0,0,0,0
2012/07/23,3,0,0,0,0,0,0,0
2012/07/28,2,0,0,0,0,0,0,0
2012/08/03,1,0,0,0,0,0,0,0
2012/08/05,1,0,0,0,0,0,0,0
2012/03/22,2,0,0,0,0,0,0,0
2012/03/23,2,0,0,0,0,0,1,1
2012/03/24,1,0,0,0,0,0,0,0
2012/03/26,3,0,0,1,1,0,0,0
2012/03/29,2,0,0,0,0,0,0,0
2012/03/31,3,0,0,0,0,0,1,1
2012/04/02,1,0,0,1,1,0,0,0
2012/04/09,1,0,0,0,0,0,1,1
2012/04/14,2,0,0,0,0,0,0,0
2012/04/15,4,0,0,1,1,0,0,0
2012/04/16,1,0,0,0,0,0,0,0
2012/04/17,0,0,0,0,0,0,1,1
2012/04/21,1,0,0,0,0,0,0,0
2012/04/23,1,0,0,0,0,0,0,0
2012/04/24,2,0,0,0,0,0,0,0
2012/04/25,3,0,0,0,0,0,0,0
2012/04/27,1,0,0,0,0,0,0,0
2012/04/30,3,0,0,0,0,0,0,0
2012/05/05,1,0,0,0,0,0,0,0
2012/05/06,2,0,0,1,1,0,0,0
2012/05/07,1,0,0,0,0,0,0,0
2012/05/08,1,0,0,0,0,0,0,0
2012/05/09,1,0,0,0,0,0,0,0
2012/05/11,2,0,0,1,1,0,0,0
2012/05/12,1,0,0,0,0,0,0,0
2012/05/14,1,0,0,0,0,0,0,0
2012/05/15,1,0,0,0,0,0,1,1
2012/05/19,2,0,0,0,0,0,2,2
2012/05/20,1,0,0,0,0,0,0,0
2012/05/24,1,0,0,0,0,0,0,0
2012/05/27,1,0,0,0,0,0,0,0
2012/05/31,1,0,0,0,0,0,1,1
2012/06/01,1,0,0,0,0,0,0,0
2012/06/02,1,0,0,0,0,0,1,1
2012/06/03,1,0,0,0,0,0,0,0
2012/06/04,1,0,0,0,0,0,0,0
2012/06/06,1,0,0,0,0,0,0,0
2012/06/07,1,0,0,0,0,0,0,0
2012/06/09,2,0,0,0,0,0,0,0
2012/06/10,1,0,0,0,0,0,0,0
2012/06/11,1,0,0,0,0,0,0,0
2012/06/13,2,1,0,1,1,0,0,0
2012/06/14,1,0,0,0,0,0,0,0
2012/06/15,1,0,0,0,0,0,1,1
2012/06/19,2,0,0,0,0,0,0,0
2012/06/22,1,0,0,0,0,0,0,0
2012/06/26,2,0,0,0,0,0,0,0
2012/06/27,1,0,0,0,0,0,0,0
2012/07/01,1,0,0,0,0,0,0,0
2012/07/02,1,0,0,0,0,0,0,0
2012/07/03,1,0,0,0,0,0,0,0
2012/07/04,1,0,0,0,0,0,0,0
2012/07/07,1,1,0,0,0,0,0,0
2012/07/09,1,0,0,0,0,0,0,0
2012/07/10,1,0,0,0,0,0,0,0
2012/07/11,3,0,0,0,0,0,1,1
2012/07/12,2,0,0,0,0,0,0,0
2012/07/17,1,0,0,0,0,0,1,1
2012/07/18,2,0,0,0,0,0,0,0
2012/07/19,3,0,0,2,2,0,1,1
2012/07/22,1,0,0,0,0,0,0,0
2012/07/23,3,0,0,0,0,0,0,0
2012/07/28,2,0,0,0,0,0,0,0
2012/08/03,1,0,0,0,0,0,0,0
2012/08/05,1,0,0,0,0,0,0,0
