date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2012/09/06,0,0,0,0,0,0,0,0
2012/09/07,1,0,0,0,0,0,0,0
2012/09/08,0,0,0,0,0,0,0,0
2012/09/09,0,0,0,0,0,0,0,0
2012/09/10,0,0,0,0,0,0,0,0
2012/09/11,0,0,0,0,0,0,0,0
2012/09/12,1,0,1,1,0,0,0,0
2012/09/13,0,0,1,1,0,1,1,0
2012/09/14,0,0,0,0,0,1,1,0
2012/09/15,0,0,0,0,0,1,1,0
2012/09/16,0,0,0,0,0,1,1,0
2012/09/17,0,0,0,0,0,1,1,0
2012/09/18,0,0,0,0,0,1,1,0
2012/09/19,0,0,0,0,0,1,1,0
2012/09/20,0,0,0,0,0,1,1,0
2012/09/21,0,0,0,0,0,1,1,0
2012/09/22,0,0,0,0,0,1,1,0
