date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2012/03/20,0,0,0,0,0,0,0,0
2012/03/21,0,0,0,0,0,2,2,0
2012/03/22,12,1,0,0,0,15,16,1
2012/03/23,10,1,0,0,0,1,1,0
2012/03/24,4,0,3,3,0,0,0,0
2012/03/25,1,0,3,3,0,9,9,0
2012/03/26,5,1,0,0,0,11,11,0
2012/03/27,12,0,0,0,0,12,12,0
2012/03/28,13,1,0,0,0,19,19,0
2012/03/29,22,14,1,1,0,4,4,0
2012/03/30,13,0,6,6,0,0,0,0
2012/03/31,0,0,6,6,0,0,0,0
2012/04/01,0,0,6,6,0,6,6,0
2012/04/02,9,2,6,6,0,3,3,0
2012/04/03,17,0,12,12,0,26,26,0
2012/04/04,16,12,6,6,0,5,5,0
2012/04/05,15,0,13,13,0,1,1,0
2012/04/06,10,0,21,21,0,0,0,0
2012/04/07,0,0,21,21,0,0,0,0
2012/04/08,0,0,21,21,0,28,28,0
2012/04/09,7,0,0,0,0,9,9,0
2012/04/10,9,0,0,0,0,14,14,0
2012/04/11,16,0,0,0,0,6,6,0
2012/04/12,6,0,0,0,0,21,21,0
2012/04/13,23,2,0,0,0,0,0,0
2012/04/14,0,0,0,0,0,0,0,0
2012/04/15,1,0,0,0,0,12,14,2
2012/04/16,15,4,0,0,0,12,12,0
2012/04/17,12,0,0,0,0,6,7,1
2012/04/18,9,4,0,0,0,14,15,1
2012/04/19,18,5,3,3,0,3,4,1
2012/04/20,4,0,3,3,0,0,1,1
2012/04/21,1,0,3,3,0,0,1,1
2012/04/22,1,0,3,3,0,5,6,1
2012/04/23,23,0,1,1,0,6,7,1
2012/04/24,9,0,1,1,0,2,4,2
2012/04/25,9,0,1,1,0,15,17,2
2012/04/26,13,0,1,1,0,10,11,1
2012/04/27,10,4,1,1,0,0,0,0
2012/04/28,0,0,1,1,0,0,0,0
2012/04/29,0,0,1,1,0,14,15,1
2012/04/30,16,4,0,0,0,20,21,1
2012/05/01,20,5,0,0,0,5,5,0
