date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2012/10/29,0,0,0,0,0,0,0,0
2012/10/30,0,0,0,0,0,2,2,0
2012/10/31,2,2,0,0,0,0,0,0
2012/11/01,0,0,0,0,0,0,0,0
2012/11/02,0,0,0,0,0,0,0,0
2012/11/03,0,0,0,0,0,0,0,0
2012/11/04,0,0,0,0,0,0,0,0
2012/11/05,0,0,0,0,0,0,0,0
2012/11/06,1,0,0,0,0,1,1,0
2012/11/07,0,0,0,0,0,0,0,0
2012/11/08,0,0,0,0,0,0,0,0
2012/11/09,1,0,0,0,0,0,2,2
2012/11/10,2,1,0,0,0,0,2,2
2012/11/11,2,1,0,0,0,0,1,1
2012/11/12,1,0,0,0,0,0,1,1
2012/11/13,1,0,0,0,0,0,1,1
2012/11/14,1,0,0,0,0,0,1,1
2012/11/15,1,0,0,0,0,0,0,0
2012/11/16,0,0,0,0,0,0,0,0
2012/11/17,0,0,0,0,0,0,0,0
2012/11/18,0,0,0,0,0,0,1,1
