date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2012/11/18,0,0,0,0,0,0,0,0
2012/11/19,0,0,0,0,0,3,3,0
2012/11/20,3,3,0,0,0,1,1,0
2012/11/21,1,1,0,0,0,2,2,0
2012/11/22,3,3,1,1,0,0,0,0
2012/11/23,0,0,1,1,0,0,0,0
2012/11/24,0,0,1,1,0,0,0,0
2012/11/25,0,0,1,1,0,1,1,0
2012/11/26,0,0,0,0,0,2,2,0
2012/11/27,3,3,1,1,0,2,2,0
2012/11/28,0,0,1,1,0,0,0,0
2012/11/29,0,0,1,1,0,2,2,0
2012/11/30,1,1,0,0,0,0,0,0
2012/12/01,0,0,0,0,0,1,1,0
2012/12/02,1,1,0,0,0,9,9,0
2012/12/03,9,9,0,0,0,5,5,0
2012/12/04,5,5,0,0,0,3,3,0
2012/12/05,3,3,0,0,0,1,1,0
2012/12/06,1,1,0,0,0,3,3,0
2012/12/07,3,3,0,0,0,0,0,0
