date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012/05/03,7,7,0,0,0,0,0,0
2012/06/02,9,9,0,0,0,0,0,0
2012/06/03,2,2,0,0,0,0,0,0
2012/05/03,7,7,0,0,0,0,0,0
2012/06/02,9,9,0,0,0,0,0,0
2012/06/03,2,2,0,0,0,0,0,0
