date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012/03/22,1,1,0,0,0,0,0,0
2012/03/23,1,0,0,0,0,0,0,0
2012/04/02,2,2,0,0,0,0,0,0
2012/04/03,2,1,0,0,0,0,0,0
2012/04/04,1,1,0,0,0,0,0,0
2012/04/05,1,0,0,0,0,0,0,0
2012/04/13,2,2,0,0,0,0,0,0
2012/04/16,1,0,0,0,0,0,0,0
2012/04/17,1,0,0,0,0,0,0,0
2012/04/18,1,0,0,0,0,0,0,0
2012/04/19,2,0,0,0,0,0,0,0
2012/04/20,3,2,0,0,0,0,0,0
2012/04/21,1,0,0,0,0,0,0,0
2012/04/22,1,0,0,0,0,0,0,0
2012/04/23,1,0,0,0,0,0,0,0
2012/04/24,1,0,0,0,0,0,0,0
2012/04/25,2,0,0,0,0,0,0,0
2012/04/27,2,1,0,0,0,0,0,0
2012/05/01,1,0,0,0,0,0,0,0
2012/05/02,1,1,0,0,0,0,0,0
2012/05/03,2,2,0,0,0,0,0,0
2012/05/05,1,0,0,0,0,0,0,0
2012/05/06,1,0,0,0,0,0,0,0
2012/05/07,1,0,0,0,0,0,0,0
2012/05/08,1,0,0,0,0,0,0,0
2012/05/09,1,0,0,0,0,0,0,0
2012/05/12,1,0,0,0,0,0,0,0
2012/05/13,1,0,0,0,0,0,0,0
2012/05/14,2,1,0,0,0,0,0,0
2012/05/16,1,1,0,0,0,0,0,0
2012/05/20,1,0,0,0,0,0,0,0
2012/05/21,2,0,0,0,0,0,0,0
2012/05/24,1,0,0,0,0,0,0,0
2012/05/25,1,0,0,0,0,0,0,0
2012/05/29,1,0,0,0,0,0,0,0
2012/05/30,1,0,0,0,0,0,0,0
2012/05/31,1,0,0,0,0,0,0,0
2012/06/03,2,0,0,0,0,0,0,0
2012/06/04,1,0,0,0,0,0,0,0
2012/06/07,1,0,0,0,0,0,0,0
2012/06/10,1,0,0,0,0,0,0,0
2012/06/12,3,2,0,0,0,0,0,0
2012/06/13,2,1,0,0,0,0,0,0
2012/06/14,4,2,0,0,0,0,0,0
2012/06/17,1,0,0,0,0,0,0,0
2012/06/18,1,0,0,0,0,0,0,0
2012/06/24,1,0,0,0,0,0,0,0
2012/06/27,3,2,0,0,0,0,0,0
2012/06/28,1,0,0,0,0,0,0,0
2012/06/29,1,0,0,0,0,0,0,0
2012/07/02,2,0,1,1,0,0,0,0
2012/07/03,1,0,0,0,0,0,0,0
2012/07/04,1,0,0,0,0,0,0,0
2012/07/05,1,0,0,0,0,0,0,0
2012/07/06,1,0,0,0,0,0,0,0
2012/07/07,1,0,0,0,0,0,0,0
2012/07/11,1,0,0,0,0,0,0,0
2012/07/20,0,0,0,0,0,1,1,0
2012/07/23,1,0,0,0,0,0,0,0
2012/08/01,1,0,0,0,0,0,0,0
2012/08/03,1,0,0,0,0,0,0,0
2012/08/06,1,0,0,0,0,0,0,0
