date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2012/03/22,2,0,0,0,0,0,0,0
2012/03/23,0,0,0,0,0,0,0,0
2012/03/24,0,0,0,0,0,0,0,0
2012/03/25,0,0,0,0,0,0,0,0
2012/03/26,4,0,2,2,0,0,0,0
2012/03/27,0,0,2,2,0,0,0,0
2012/03/28,5,0,1,1,0,0,0,0
2012/03/29,4,0,2,2,0,0,0,0
2012/03/30,0,0,2,2,0,0,0,0
2012/03/31,0,0,2,2,0,0,0,0
2012/04/01,3,0,4,4,0,0,0,0
2012/04/02,7,0,4,4,0,1,1,0
2012/04/03,2,0,2,2,0,1,1,0
2012/04/04,8,0,2,2,0,1,1,0
2012/04/05,2,0,1,1,0,1,1,0
2012/04/06,7,0,2,2,0,1,1,0
2012/04/07,0,0,2,2,0,1,1,0
2012/04/08,0,0,2,2,0,1,1,0
2012/04/09,3,0,3,3,0,1,1,0
2012/04/10,2,0,2,2,0,1,1,0
2012/04/11,7,0,2,2,0,1,1,0
2012/04/12,9,0,4,4,0,1,1,0
2012/04/13,3,0,4,4,0,1,1,0
2012/04/14,0,0,3,3,0,1,1,0
2012/04/15,0,0,3,3,0,1,1,0
2012/04/16,7,0,4,4,0,1,1,0
2012/04/17,2,0,2,2,0,1,1,0
2012/04/18,3,0,3,3,0,1,1,0
2012/04/19,2,0,5,5,0,1,1,0
2012/04/20,0,0,5,5,0,1,1,0
2012/04/21,0,0,2,2,0,1,1,0
2012/04/22,1,0,2,2,0,1,1,0
2012/04/23,0,0,2,2,0,2,2,0
2012/04/24,0,0,1,1,0,2,2,0
2012/04/25,3,0,0,0,0,1,1,0
2012/04/26,5,0,1,1,0,1,1,0
2012/04/27,9,0,1,2,1,1,1,0
2012/04/28,1,0,0,2,2,1,1,0
2012/04/29,0,0,0,2,2,1,1,0
2012/04/30,0,0,0,1,1,1,1,0
2012/05/01,0,0,0,0,0,1,1,0
2012/05/02,1,0,0,0,0,1,1,0
2012/05/03,5,0,0,0,0,1,1,0
2012/05/04,2,0,0,0,0,1,1,0
2012/05/05,1,0,0,0,0,1,1,0
2012/05/06,0,0,0,0,0,1,1,0
2012/05/07,0,0,0,0,0,1,1,0
2012/05/08,0,0,0,0,0,0,0,0
2012/05/09,0,0,0,0,0,0,0,0
2012/05/10,2,0,0,0,0,0,0,0
2012/05/11,0,0,0,0,0,0,0,0
2012/05/12,0,0,0,0,0,0,0,0
2012/05/13,0,0,0,0,0,0,0,0
2012/05/14,1,0,0,0,0,0,0,0
2012/05/15,2,0,0,0,0,0,0,0
2012/05/16,3,0,0,0,0,0,0,0
2012/05/17,6,0,0,0,0,0,0,0
2012/05/18,3,0,1,1,0,0,0,0
2012/05/19,0,0,1,1,0,0,0,0
2012/05/20,0,0,1,1,0,0,0,0
2012/05/21,3,0,1,1,0,0,0,0
2012/05/22,1,0,0,0,0,0,0,0
2012/05/23,11,0,0,0,0,0,0,0
