date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2013/01/22,0,0,0,0,0,0,0,0
2013/01/23,0,0,0,0,0,2,2,0
2013/01/24,2,2,0,0,0,0,0,0
2013/01/25,0,0,0,0,0,0,0,0
2013/01/26,0,0,0,0,0,0,0,0
2013/01/27,0,0,0,0,0,0,0,0
2013/01/28,1,1,0,1,1,0,0,0
2013/01/29,0,0,0,1,1,0,1,1
2013/01/30,3,1,0,1,1,0,4,4
2013/01/31,4,2,0,0,0,0,4,4
2013/02/01,4,3,0,0,0,0,1,1
2013/02/02,1,0,0,0,0,0,1,1
2013/02/03,2,2,0,0,0,0,4,4
2013/02/04,5,3,0,0,0,0,3,3
2013/02/05,5,2,0,0,0,0,4,4
2013/02/06,4,2,0,0,0,0,2,2
2013/02/07,2,2,0,0,0,1,5,4
2013/02/08,6,4,0,1,1,0,1,1
2013/02/09,1,0,0,1,1,0,1,1
2013/02/10,1,0,0,1,1,0,5,5
2013/02/11,5,4,0,0,0,0,0,0
