date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012/03/23,1,0,0,0,0,0,0,0
2012/04/07,1,0,0,0,0,0,0,0
2012/04/16,1,0,0,0,0,0,0,0
2012/04/18,1,0,0,0,0,0,0,0
2012/04/19,1,0,0,0,0,0,0,0
2012/04/23,1,0,0,0,0,0,0,0
2012/04/26,1,0,0,0,0,0,0,0
2012/04/27,1,0,0,0,0,0,0,0
2012/04/28,1,0,0,1,1,0,0,0
2012/04/30,1,0,0,0,0,0,0,0
2012/05/01,1,0,0,0,0,0,0,0
2012/05/02,1,0,1,1,0,0,0,0
2012/05/04,2,0,0,0,0,0,2,2
2012/05/05,1,0,0,0,0,0,0,0
2012/05/06,0,0,0,0,0,1,1,0
2012/05/07,1,0,0,0,0,0,0,0
2012/05/09,1,0,0,0,0,0,0,0
2012/05/12,1,0,0,0,0,0,0,0
2012/05/13,1,0,0,0,0,0,0,0
2012/05/14,1,0,0,0,0,0,0,0
2012/05/20,1,0,0,0,0,0,0,0
2012/05/23,1,0,0,0,0,0,0,0
2012/05/25,1,0,0,0,0,0,0,0
2012/05/27,1,0,0,0,0,0,0,0
2012/06/03,2,0,0,0,0,0,0,0
2012/06/04,1,0,0,0,0,0,0,0
2012/06/07,1,0,0,0,0,0,0,0
2012/06/10,1,0,0,0,0,0,0,0
2012/06/11,1,0,0,0,0,0,0,0
2012/06/14,1,0,0,0,0,0,0,0
2012/06/17,1,0,0,0,0,0,0,0
2012/06/25,1,0,1,1,0,0,0,0
2012/07/01,1,0,0,0,0,0,0,0
2012/07/07,1,0,0,0,0,0,0,0
2012/07/08,1,0,0,0,0,0,0,0
2012/07/09,1,0,0,0,0,0,0,0
2012/07/10,1,0,0,0,0,0,0,0
2012/07/11,1,0,0,0,0,0,0,0
2012/07/20,6,0,0,0,0,1,1,0
2012/07/23,1,0,0,0,0,0,0,0
2012/07/27,1,0,0,0,0,1,1,0
2012/08/01,1,0,0,0,0,0,0,0
2012/08/03,1,0,0,0,0,0,0,0
