date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012/04/06,1,0,0,0,0,0,0,0
2012/04/20,1,0,0,0,0,0,0,0
2012/04/30,1,0,0,0,0,0,0,0
2012/05/01,1,0,0,0,0,0,0,0
2012/05/07,1,0,0,0,0,0,0,0
2012/05/12,1,0,0,0,0,0,0,0
2012/05/21,1,0,0,0,0,0,0,0
2012/05/23,1,0,0,0,0,0,0,0
2012/05/31,5,1,0,0,0,0,0,0
2012/06/01,2,1,0,0,0,0,0,0
2012/06/02,1,0,0,0,0,0,0,0
2012/06/03,2,0,0,0,0,0,0,0
2012/06/04,2,0,0,0,0,1,1,0
2012/06/05,1,0,0,0,0,0,0,0
2012/06/06,3,0,0,0,0,0,0,0
2012/06/07,2,0,0,0,0,0,0,0
2012/06/08,1,0,0,0,0,0,0,0
2012/06/10,1,0,0,0,0,0,0,0
2012/06/11,1,0,0,0,0,0,0,0
2012/06/12,1,0,0,0,0,0,0,0
2012/06/13,2,0,1,1,0,0,0,0
2012/06/14,4,0,0,0,0,0,0,0
2012/06/15,2,0,0,0,0,0,0,0
2012/06/17,1,0,0,0,0,0,0,0
2012/06/18,3,0,1,1,0,1,1,0
2012/06/20,1,0,0,0,0,0,0,0
2012/06/21,1,1,0,0,0,0,0,0
2012/06/24,2,0,0,0,0,0,0,0
2012/06/25,2,1,1,1,0,0,0,0
2012/06/29,0,0,0,0,0,1,1,0
2012/06/30,1,0,0,0,0,0,0,0
2012/07/01,1,0,0,0,0,0,0,0
2012/07/04,1,0,0,0,0,0,0,0
2012/07/06,1,0,0,0,0,0,0,0
2012/07/08,1,0,0,0,0,0,0,0
2012/07/11,1,0,0,0,0,0,0,0
2012/07/19,1,0,0,0,0,0,0,0
2012/07/23,1,0,0,0,0,0,0,0
2012/07/28,2,2,0,0,0,0,0,0
2012/08/01,2,0,0,0,0,0,0,0
2012/04/06,1,0,0,0,0,0,0,0
2012/04/20,1,0,0,0,0,0,0,0
2012/04/30,1,0,0,0,0,0,0,0
2012/05/01,1,0,0,0,0,0,0,0
2012/05/07,1,0,0,0,0,0,0,0
2012/05/12,1,0,0,0,0,0,0,0
2012/05/21,1,0,0,0,0,0,0,0
2012/05/23,1,0,0,0,0,0,0,0
2012/05/31,5,1,0,0,0,0,0,0
2012/06/01,2,1,0,0,0,0,0,0
2012/06/02,1,0,0,0,0,0,0,0
2012/06/03,2,0,0,0,0,0,0,0
2012/06/04,2,0,0,0,0,1,1,0
2012/06/05,1,0,0,0,0,0,0,0
2012/06/06,3,0,0,0,0,0,0,0
2012/06/07,2,0,0,0,0,0,0,0
2012/06/08,1,0,0,0,0,0,0,0
2012/06/10,1,0,0,0,0,0,0,0
2012/06/11,1,0,0,0,0,0,0,0
2012/06/12,1,0,0,0,0,0,0,0
2012/06/13,2,0,1,1,0,0,0,0
2012/06/14,4,0,0,0,0,0,0,0
2012/06/15,2,0,0,0,0,0,0,0
2012/06/17,1,0,0,0,0,0,0,0
2012/06/18,3,0,1,1,0,1,1,0
2012/06/20,1,0,0,0,0,0,0,0
2012/06/21,1,1,0,0,0,0,0,0
2012/06/24,2,0,0,0,0,0,0,0
2012/06/25,2,1,1,1,0,0,0,0
2012/06/29,0,0,0,0,0,1,1,0
2012/06/30,1,0,0,0,0,0,0,0
2012/07/01,1,0,0,0,0,0,0,0
2012/07/04,1,0,0,0,0,0,0,0
2012/07/06,1,0,0,0,0,0,0,0
2012/07/08,1,0,0,0,0,0,0,0
2012/07/11,1,0,0,0,0,0,0,0
2012/07/19,1,0,0,0,0,0,0,0
2012/07/23,1,0,0,0,0,0,0,0
2012/07/28,2,2,0,0,0,0,0,0
2012/08/01,2,0,0,0,0,0,0,0
