date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012/04/27,2,0,1,1,0,0,0,0
2012/04/30,0,0,0,0,0,1,1,0
2012/05/12,1,0,0,0,0,0,0,0
2012/05/16,1,0,0,0,0,0,0,0
2012/05/18,1,0,0,0,0,0,0,0
2012/05/20,2,0,0,0,0,0,0,0
2012/05/21,4,4,0,0,0,0,0,0
2012/05/22,2,0,1,1,0,0,0,0
2012/05/23,1,0,0,0,0,0,0,0
2012/05/25,1,0,0,0,0,0,0,0
2012/05/26,1,0,0,0,0,0,0,0
2012/06/03,1,0,0,0,0,0,0,0
2012/06/11,1,0,0,0,0,0,0,0
2012/06/14,1,0,0,0,0,0,0,0
2012/06/20,1,0,0,0,0,0,0,0
2012/06/21,1,0,0,0,0,0,0,0
2012/06/26,1,0,0,0,0,0,0,0
2012/06/30,1,0,0,0,0,0,0,0
2012/07/01,1,0,0,0,0,0,0,0
2012/07/02,1,0,0,0,0,0,0,0
2012/07/06,1,0,0,0,0,0,0,0
2012/07/07,1,0,0,0,0,0,0,0
2012/07/08,1,0,0,0,0,0,0,0
2012/07/10,1,0,0,0,0,0,0,0
2012/07/11,1,0,0,0,0,0,0,0
2012/07/23,1,0,0,0,0,0,0,0
2012/08/01,3,0,0,0,0,0,0,0
2012/08/06,1,0,0,0,0,0,0,0
