date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012/06/08,1,1,0,0,0,0,0,0
2012/06/12,1,0,0,0,0,0,0,0
2012/06/18,1,0,0,0,0,0,0,0
2012/06/25,1,0,0,0,0,0,0,0
2012/07/19,1,0,0,0,0,1,1,0
2012/07/20,3,0,0,0,0,0,0,0
2012/07/22,2,2,0,0,0,0,0,0
2012/07/23,1,0,0,0,0,0,0,0
2012/07/26,1,0,0,0,0,0,0,0
2012/07/29,1,0,0,0,0,1,1,0
2012/07/30,6,4,0,0,0,0,0,0
2012/07/31,3,1,0,0,0,0,0,0
2012/08/01,4,4,0,0,0,0,0,0
2012/08/07,3,3,0,0,0,0,0,0
2012/06/08,1,1,0,0,0,0,0,0
2012/06/12,1,0,0,0,0,0,0,0
2012/06/18,1,0,0,0,0,0,0,0
2012/06/25,1,0,0,0,0,0,0,0
2012/07/19,1,0,0,0,0,1,1,0
2012/07/20,3,0,0,0,0,0,0,0
2012/07/22,2,2,0,0,0,0,0,0
2012/07/23,1,0,0,0,0,0,0,0
2012/07/26,1,0,0,0,0,0,0,0
2012/07/29,1,0,0,0,0,1,1,0
2012/07/30,6,4,0,0,0,0,0,0
2012/07/31,3,1,0,0,0,0,0,0
2012/08/01,4,4,0,0,0,0,0,0
2012/08/07,3,3,0,0,0,0,0,0
