date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2012/03/20,0,0,0,0,0,0,0,0
2012/03/21,0,0,0,0,0,1,1,0
2012/03/22,5,1,0,3,3,0,2,2
2012/03/23,1,0,0,3,3,0,0,0
2012/03/24,0,0,0,3,3,0,0,0
2012/03/25,0,0,0,3,3,0,3,3
2012/03/26,0,0,0,0,0,0,3,3
2012/03/27,3,0,0,0,0,1,4,3
2012/03/28,1,1,0,0,0,0,0,0
2012/03/29,3,0,0,3,3,0,1,1
2012/03/30,16,0,0,17,17,0,1,1
2012/03/31,0,0,0,17,17,0,0,0
2012/04/01,0,0,0,17,17,0,18,18
2012/04/02,3,0,0,1,1,0,0,0
2012/04/03,6,0,0,4,4,0,3,3
2012/04/04,1,0,0,3,3,0,0,0
2012/04/05,1,0,0,4,4,1,1,0
2012/04/06,1,0,0,4,4,0,0,0
2012/04/07,0,0,0,4,4,0,0,0
2012/04/08,0,0,0,4,4,0,0,0
2012/04/09,0,0,0,4,4,0,0,0
2012/04/10,0,0,0,4,4,0,1,1
2012/04/11,4,0,0,3,3,0,3,3
2012/04/12,1,0,0,0,0,0,0,0
2012/04/13,0,0,0,0,0,0,0,0
2012/04/14,0,0,0,0,0,0,0,0
2012/04/15,0,0,0,0,0,0,1,1
2012/04/16,4,0,0,0,0,3,3,0
2012/04/17,4,3,0,0,0,0,4,4
2012/04/18,3,0,0,0,0,5,10,5
2012/04/19,11,5,0,0,0,0,2,2
2012/04/20,3,0,0,1,1,0,1,1
2012/04/21,1,0,0,1,1,0,1,1
2012/04/22,1,0,0,1,1,0,2,2
2012/04/23,1,0,0,0,0,0,1,1
2012/04/24,1,0,0,0,0,0,3,3
2012/04/25,9,0,0,0,0,3,7,4
2012/04/26,7,3,0,0,0,0,1,1
2012/04/27,1,0,0,0,0,0,0,0
2012/04/28,0,0,0,0,0,0,0,0
2012/04/29,0,0,0,0,0,0,1,1
2012/04/30,4,0,0,0,0,0,1,1
2012/05/01,7,0,0,3,3,0,1,1
2012/05/02,4,0,0,6,6,0,0,0
2012/05/03,8,0,4,10,6,0,0,0
2012/05/04,2,0,5,12,7,0,1,1
2012/05/05,1,0,5,12,7,0,0,0
2012/05/06,1,0,5,12,7,0,2,2
2012/05/07,1,0,5,12,7,1,3,2
2012/05/08,1,0,5,10,5,2,8,6
2012/05/09,4,0,3,4,1,2,6,4
2012/05/10,5,2,3,5,2,0,1,1
2012/05/11,1,0,3,5,2,0,1,1
2012/05/12,1,0,3,5,2,0,1,1
2012/05/13,1,0,3,5,2,0,1,1
2012/05/14,2,0,3,5,2,1,3,2
2012/05/15,1,0,2,4,2,1,1,0
2012/05/16,0,0,1,3,2,1,5,4
2012/05/17,2,0,0,0,0,0,1,1
2012/05/18,2,0,0,1,1,0,0,0
2012/05/19,1,0,0,2,2,0,1,1
2012/05/20,1,0,0,2,2,0,2,2
2012/05/21,1,0,0,1,1,0,1,1
2012/05/22,1,0,0,1,1,0,1,1
2012/05/23,4,0,1,3,2,6,8,2
2012/05/24,8,2,1,3,2,0,0,0
2012/05/25,2,0,2,3,1,0,1,1
2012/05/26,1,0,3,4,1,0,1,1
2012/05/27,1,0,3,4,1,0,1,1
2012/05/28,1,0,3,4,1,0,2,2
2012/05/29,1,0,3,3,0,0,1,1
2012/05/30,1,0,3,3,0,0,1,1
2012/05/31,4,0,3,5,2,0,3,3
2012/06/01,5,0,4,7,3,0,1,1
2012/06/02,2,0,4,7,3,0,1,1
2012/06/03,1,0,4,7,3,0,1,1
2012/06/04,6,0,4,7,3,6,17,11
2012/06/05,8,1,1,1,0,0,1,1
2012/06/06,2,0,1,2,1,0,1,1
2012/06/07,3,0,2,4,2,0,1,1
2012/06/08,2,0,3,5,2,0,2,2
2012/06/09,0,0,3,3,0,0,1,1
2012/06/10,1,0,3,3,0,2,5,3
2012/06/11,3,0,1,1,0,2,4,2
2012/06/12,4,0,1,1,0,0,1,1
2012/06/13,2,0,1,1,0,0,1,1
2012/06/14,6,0,4,6,2,0,1,1
2012/06/15,1,0,4,6,2,0,0,0
2012/06/16,1,0,5,7,2,0,1,1
2012/06/17,1,0,5,7,2,3,5,2
2012/06/18,4,0,4,5,1,8,11,3
2012/06/19,8,0,3,3,0,0,1,1
2012/06/20,4,0,4,6,2,0,1,1
2012/06/21,4,0,5,9,4,1,3,2
2012/06/22,4,0,6,10,4,1,3,2
2012/06/23,3,0,8,12,4,1,3,2
2012/06/24,1,0,8,12,4,5,11,6
2012/06/25,2,0,4,4,0,6,7,1
2012/06/26,6,0,2,2,0,2,3,1
2012/06/27,5,3,4,4,0,0,1,1
2012/06/28,4,1,5,6,1,0,2,2
2012/06/29,5,1,8,10,2,1,1,0
2012/06/30,0,0,7,9,2,0,0,0
2012/07/01,0,0,7,9,2,5,7,2
2012/07/02,5,2,3,4,1,13,16,3
2012/07/03,9,4,0,0,0,0,1,1
2012/07/04,2,0,1,1,0,0,1,1
2012/07/05,5,0,4,4,0,2,2,0
2012/07/06,1,0,4,4,0,0,1,1
2012/07/07,1,0,4,4,0,0,1,1
2012/07/08,1,0,4,4,0,1,2,1
2012/07/09,1,0,3,3,0,2,3,1
2012/07/10,2,0,1,1,0,0,1,1
2012/07/11,1,0,1,1,0,0,0,0
2012/07/12,3,0,3,3,0,1,1,0
