date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012/04/06,1,0,0,0,0,0,0,0
2012/05/21,2,0,0,0,0,0,0,0
2012/05/27,1,0,0,0,0,0,0,0
2012/06/02,1,1,0,0,0,0,0,0
2012/06/13,1,1,0,0,0,0,0,0
2012/06/14,1,0,0,0,0,0,0,0
2012/06/15,1,0,0,0,0,0,0,0
2012/06/18,1,0,0,0,0,0,0,0
2012/07/01,1,0,0,0,0,0,0,0
2012/07/18,1,0,0,0,0,1,1,0
2012/07/20,1,0,0,0,0,0,0,0
2012/07/21,2,0,2,2,0,0,0,0
2012/07/22,1,0,0,0,0,0,0,0
2012/07/30,1,0,0,0,0,0,0,0
2012/07/31,2,1,0,0,0,0,0,0
2012/08/01,1,0,0,0,0,0,0,0
